tucaseid,place_type,start_time,stop_time,activity_risk,place_risk
"0250-032-1997-1","Household",0,690,0,2
"0250-032-1997-1","Other",690,695,0,0
"0250-032-1997-1","Other Household",695,715,0,2
"0250-032-1997-1","Other",715,720,0,0
"0250-032-1997-1","Household",720,750,0,2
"0250-032-1997-1","Other",750,780,0,0
"0250-032-1997-1","Other Household",780,1075,0,2
"0250-032-1997-1","Other",1075,1080,0,0
"0250-032-1997-1","Household",1080,1440,0,2
"0250-032-1997-2","Household",0,1440,0,2
"0280-033-1997-1","Household",0,445,0,2
"0280-033-1997-1","Other",445,460,0,0
"0280-033-1997-1","School",460,855,0,1
"0280-033-1997-1","Other",855,870,0,0
"0280-033-1997-1","Household",870,990,0,2
"0280-033-1997-1","Other",990,1020,0,0
"0280-033-1997-1","Household",1020,1080,0,2
"0280-033-1997-1","Other",1080,1200,0,0
"0280-033-1997-1","Household",1200,1440,0,2
"0280-033-1997-2","Household",0,1065,0,2
"0280-033-1997-2","Other",1065,1092,0,0
"0280-033-1997-2","Other Household",1092,1114,0,2
"0280-033-1997-2","Other",1114,1125,0,0
"0280-033-1997-2","Household",1125,1440,0,2
"0374-030-2002-1","Household",0,490,0,2
"0374-030-2002-1","Other",490,492,0,0
"0374-030-2002-1","School",492,525,2,1
"0374-030-2002-1","School",525,900,0,1
"0374-030-2002-1","Other",900,905,0,0
"0374-030-2002-1","Household",905,940,0,2
"0374-030-2002-1","Other",940,945,0,0
"0374-030-2002-1","Other",945,1065,2,0
"0374-030-2002-1","Other",1065,1070,0,0
"0374-030-2002-1","Household",1070,1440,0,2
"0374-030-2002-2","Household",0,560,0,2
"0374-030-2002-2","Other",560,680,0,0
"0374-030-2002-2","Household",680,750,0,2
"0374-030-2002-2","Other",750,990,0,0
"0374-030-2002-2","Household",990,1440,0,2
"0503-173-1997-1","Household",0,422,0,2
"0503-173-1997-1","Other",422,450,0,0
"0503-173-1997-1","Other Household",450,600,0,2
"0503-173-1997-1","Other",600,610,0,0
"0503-173-1997-1","School",610,870,0,1
"0503-173-1997-1","Other",870,880,0,0
"0503-173-1997-1","Other Household",880,950,0,2
"0503-173-1997-1","Other",950,992,0,0
"0503-173-1997-1","Other Household",992,1078,0,2
"0503-173-1997-1","Other",1078,1080,0,0
"0503-173-1997-1","Household",1080,1440,0,2
"0503-173-1997-2","Household",0,815,0,2
"0503-173-1997-2","Other",815,930,0,0
"0503-173-1997-2","Other Household",930,1380,0,2
"0503-173-1997-2","Other",1380,1400,0,0
"0503-173-1997-2","Household",1400,1440,0,2
"0593-031-2002-1","Household",0,455,0,2
"0593-031-2002-1","Other",455,465,0,0
"0593-031-2002-1","School",465,870,0,1
"0593-031-2002-1","Other",870,1005,0,0
"0593-031-2002-1","Household",1005,1020,0,2
"0593-031-2002-1","Other",1020,1035,0,0
"0593-031-2002-1","School",1035,1155,0,1
"0593-031-2002-1","Other",1155,1245,0,0
"0593-031-2002-1","Household",1245,1440,0,2
"0593-031-2002-2","Household",0,825,0,2
"0593-031-2002-2","Other",825,960,0,0
"0593-031-2002-2","Household",960,1440,0,2
"0719-173-1997-1","Household",0,720,0,2
"0719-173-1997-1","Other Household",720,795,0,2
"0719-173-1997-1","Household",795,945,0,2
"0719-173-1997-1","Other",945,968,0,0
"0719-173-1997-1","Other Household",968,1440,0,2
"0719-173-1997-2","Other",0,1020,0,0
"0719-173-1997-2","Other Household",1020,1035,0,2
"0719-173-1997-2","Other",1035,1070,0,0
"0719-173-1997-2","Household",1070,1440,0,2
"0751-035-1997-1","Household",0,410,0,2
"0751-035-1997-1","Other",410,420,0,0
"0751-035-1997-1","School",420,860,0,1
"0751-035-1997-1","Other",860,880,0,0
"0751-035-1997-1","Household",880,1175,0,2
"0751-035-1997-1","Other",1175,1180,0,0
"0751-035-1997-1","Other Household",1180,1425,0,2
"0751-035-1997-1","Other",1425,1435,0,0
"0751-035-1997-1","Household",1435,1440,0,2
"0751-035-1997-2","Household",0,795,0,2
"0751-035-1997-2","Other",795,802,0,0
"0751-035-1997-2","Other Household",802,840,0,2
"0751-035-1997-2","Other",840,900,0,0
"0751-035-1997-2","Household",900,985,0,2
"0751-035-1997-2","Other",985,1100,0,0
"0751-035-1997-2","Household",1100,1105,0,2
"0751-035-1997-2","Other",1105,1110,0,0
"0751-035-1997-2","Other",1110,1200,2,0
"0751-035-1997-2","Other",1200,1205,0,0
"0751-035-1997-2","Household",1205,1440,0,2
"0783-031-2002-1","Household",0,468,0,2
"0783-031-2002-1","School",468,878,0,1
"0783-031-2002-1","Other",878,881,0,0
"0783-031-2002-1","Household",881,1440,0,2
"0783-031-2002-2","Household",0,540,0,2
"0783-031-2002-2","Other",540,740,0,0
"0783-031-2002-2","Household",740,1440,0,2
"0817-032-2002-1","Household",0,450,0,2
"0817-032-2002-1","Other",450,460,0,0
"0817-032-2002-1","School",460,535,0,1
"0817-032-2002-1","Other",535,540,0,0
"0817-032-2002-1","School",540,1065,0,1
"0817-032-2002-1","Other",1065,1075,0,0
"0817-032-2002-1","Household",1075,1440,0,2
"0817-032-2002-2","Household",0,640,0,2
"0817-032-2002-2","Other",640,835,0,0
"0817-032-2002-2","Household",835,1440,0,2
"0835-030-1997-1","Household",0,525,0,2
"0835-030-1997-1","Other",525,527,0,0
"0835-030-1997-1","Other Household",527,673,0,2
"0835-030-1997-1","Other",673,795,0,0
"0835-030-1997-1","Household",795,1440,0,2
"0835-030-1997-2","Household",0,630,0,2
"0835-030-1997-2","Household",630,660,2,2
"0835-030-1997-2","Household",660,740,0,2
"0835-030-1997-2","Household",740,760,2,2
"0835-030-1997-2","Other",760,780,0,0
"0835-030-1997-2","Other Household",780,910,0,2
"0835-030-1997-2","Other",910,930,0,0
"0835-030-1997-2","Household",930,1440,0,2
"0835-031-1997-1","Household",0,525,0,2
"0835-031-1997-1","Other",525,540,0,0
"0835-031-1997-1","School",540,705,0,1
"0835-031-1997-1","Other",705,795,0,0
"0835-031-1997-1","Household",795,1440,0,2
"0835-031-1997-2","Household",0,600,0,2
"0835-031-1997-2","Household",600,660,2,2
"0835-031-1997-2","Household",660,760,0,2
"0835-031-1997-2","Other",760,780,0,0
"0835-031-1997-2","Other Household",780,910,0,2
"0835-031-1997-2","Other",910,930,0,0
"0835-031-1997-2","Household",930,1440,0,2
"0846-044-1997-1","Household",0,1440,0,2
"0846-044-1997-2","Household",0,675,0,2
"0846-044-1997-2","Other",675,855,0,0
"0846-044-1997-2","Household",855,1060,0,2
"0846-044-1997-2","Other",1060,1080,0,0
"0846-044-1997-2","Household",1080,1440,0,2
"0853-030-1997-1","Household",0,690,0,2
"0853-030-1997-1","Other",690,710,0,0
"0853-030-1997-1","Other Household",710,870,0,2
"0853-030-1997-1","Household",870,885,0,2
"0853-030-1997-1","Other",885,1050,0,0
"0853-030-1997-1","Household",1050,1440,0,2
"0853-030-1997-2","Other Household",0,600,0,2
"0853-030-1997-2","Other",600,720,0,0
"0853-030-1997-2","Household",720,1440,0,2
"0863-034-1997-1","Household",0,585,0,2
"0863-034-1997-1","Other",585,705,0,0
"0863-034-1997-1","School",705,890,0,1
"0863-034-1997-1","Other",890,910,0,0
"0863-034-1997-1","Household",910,1035,0,2
"0863-034-1997-1","Other",1035,1090,0,0
"0863-034-1997-1","Household",1090,1440,0,2
"0863-034-1997-2","Household",0,690,0,2
"0863-034-1997-2","Other",690,960,0,0
"0863-034-1997-2","Household",960,1020,0,2
"0863-034-1997-2","Other",1020,1100,0,0
"0863-034-1997-2","Household",1100,1440,0,2
"0922-032-1997-1","Household",0,960,0,2
"0922-032-1997-1","Other",960,975,0,0
"0922-032-1997-1","Household",975,1440,0,2
"0922-032-1997-2","Other Household",0,720,0,2
"0922-032-1997-2","Other",720,810,0,0
"0922-032-1997-2","Other Household",810,960,0,2
"0922-032-1997-2","Other",960,1095,0,0
"0922-032-1997-2","Household",1095,1440,0,2
"0922-034-2007-1","Household",0,485,0,2
"0922-034-2007-1","Other",485,487,0,0
"0922-034-2007-1","School",487,1020,0,1
"0922-034-2007-1","Other",1020,1022,0,0
"0922-034-2007-1","Household",1022,1100,0,2
"0922-034-2007-1","Other",1100,1110,0,0
"0922-034-2007-1","Workplace",1110,1260,0,0
"0922-034-2007-1","Other",1260,1270,0,0
"0922-034-2007-1","Household",1270,1440,0,2
"0922-034-2007-2","Household",0,620,0,2
"0922-034-2007-2","Other",620,695,0,0
"0922-034-2007-2","Household",695,995,0,2
"0922-034-2007-2","Other",995,1000,0,0
"0922-034-2007-2","Other Household",1000,1010,0,2
"0922-034-2007-2","Other",1010,1015,0,0
"0922-034-2007-2","Household",1015,1050,0,2
"0922-034-2007-2","Other",1050,1060,0,0
"0922-034-2007-2","Other Household",1060,1200,0,2
"0922-034-2007-2","Other",1200,1210,0,0
"0922-034-2007-2","Household",1210,1440,0,2
"0935-031-1997-1","Household",0,445,0,2
"0935-031-1997-1","Other",445,470,0,0
"0935-031-1997-1","School",470,900,0,1
"0935-031-1997-1","Other",900,945,0,0
"0935-031-1997-1","Other Household",945,975,0,2
"0935-031-1997-1","Other",975,1020,0,0
"0935-031-1997-1","Household",1020,1440,0,2
"0935-031-1997-2","Household",0,585,0,2
"0935-031-1997-2","Other",585,810,0,0
"0935-031-1997-2","Household",810,1080,0,2
"0935-031-1997-2","Other",1080,1090,0,0
"0935-031-1997-2","Other Household",1090,1440,0,2
"0998-032-1997-1","Household",0,520,0,2
"0998-032-1997-1","Other",520,550,0,0
"0998-032-1997-1","School",550,615,0,1
"0998-032-1997-1","Other",615,630,0,0
"0998-032-1997-1","School",630,660,0,1
"0998-032-1997-1","Other",660,750,0,0
"0998-032-1997-1","Household",750,935,0,2
"0998-032-1997-1","Other",935,1015,0,0
"0998-032-1997-1","Household",1015,1440,0,2
"0998-032-1997-2","Household",0,565,0,2
"0998-032-1997-2","Other",565,670,0,0
"0998-032-1997-2","Household",670,720,0,2
"0998-032-1997-2","Other",720,775,0,0
"0998-032-1997-2","Other Household",775,960,0,2
"0998-032-1997-2","Other",960,990,0,0
"0998-032-1997-2","Household",990,1440,0,2
"0998-032-2007-1","Household",0,480,0,2
"0998-032-2007-1","Other",480,490,0,0
"0998-032-2007-1","School",490,915,0,1
"0998-032-2007-1","Other",915,930,0,0
"0998-032-2007-1","Household",930,1065,0,2
"0998-032-2007-1","Other",1065,1080,0,0
"0998-032-2007-1","School",1080,1200,2,1
"0998-032-2007-1","Other",1200,1210,0,0
"0998-032-2007-1","Household",1210,1440,0,2
"0998-032-2007-2","Household",0,700,0,2
"0998-032-2007-2","Other",700,720,0,0
"0998-032-2007-2","Other Household",720,840,0,2
"0998-032-2007-2","Other",840,850,0,0
"0998-032-2007-2","Household",850,1440,0,2
"0998-033-2002-1","Household",0,480,0,2
"0998-033-2002-1","Other",480,515,0,0
"0998-033-2002-1","School",515,895,0,1
"0998-033-2002-1","Other",895,930,0,0
"0998-033-2002-1","Household",930,1440,0,2
"0998-033-2002-2","Household",0,560,0,2
"0998-033-2002-2","Other",560,900,0,0
"0998-033-2002-2","Other Household",900,960,2,2
"0998-033-2002-2","Other Household",960,1020,0,2
"0998-033-2002-2","Other",1020,1025,0,0
"0998-033-2002-2","Household",1025,1440,0,2
"0999-034-1997-1","Household",0,600,0,2
"0999-034-1997-1","Other",600,670,0,0
"0999-034-1997-1","Household",670,885,0,2
"0999-034-1997-1","Other",885,900,0,0
"0999-034-1997-1","Other",900,930,2,0
"0999-034-1997-1","Other",930,945,0,0
"0999-034-1997-1","Household",945,1440,0,2
"0999-034-1997-2","Household",0,525,0,2
"0999-034-1997-2","Other",525,675,0,0
"0999-034-1997-2","Other Household",675,750,0,2
"0999-034-1997-2","Other",750,760,0,0
"0999-034-1997-2","Household",760,900,0,2
"0999-034-1997-2","Other",900,915,0,0
"0999-034-1997-2","Other",915,990,2,0
"0999-034-1997-2","Other",990,1065,0,0
"0999-034-1997-2","Household",1065,1440,0,2
"1037-036-1997-1","Household",0,570,0,2
"1037-036-1997-1","Other",570,1035,0,0
"1037-036-1997-1","Household",1035,1440,0,2
"1037-036-1997-2","Household",0,760,0,2
"1037-036-1997-2","Other",760,780,0,0
"1037-036-1997-2","Other Household",780,830,0,2
"1037-036-1997-2","Other",830,1050,0,0
"1037-036-1997-2","Household",1050,1440,0,2
"1038-033-2002-1","Household",0,1440,0,2
"1038-033-2002-2","Household",0,630,0,2
"1038-033-2002-2","Other",630,660,0,0
"1038-033-2002-2","Other Household",660,945,0,2
"1038-033-2002-2","Other",945,975,0,0
"1038-033-2002-2","Household",975,990,0,2
"1038-033-2002-2","Other",990,1020,0,0
"1038-033-2002-2","Household",1020,1440,0,2
"1043-038-1997-1","Household",0,410,0,2
"1043-038-1997-1","Other",410,1050,0,0
"1043-038-1997-1","Household",1050,1440,0,2
"1043-038-1997-2","Household",0,520,0,2
"1043-038-1997-2","Other",520,660,0,0
"1043-038-1997-2","Household",660,900,0,2
"1043-038-1997-2","Other",900,1110,0,0
"1043-038-1997-2","Household",1110,1440,0,2
"1045-031-1997-1","Household",0,582,0,2
"1045-031-1997-1","Other",582,583,0,0
"1045-031-1997-1","Other Household",583,725,0,2
"1045-031-1997-1","Other",725,870,0,0
"1045-031-1997-1","Other Household",870,1320,0,2
"1045-031-1997-1","Other",1320,1322,0,0
"1045-031-1997-1","Household",1322,1440,0,2
"1045-031-1997-2","Household",0,565,0,2
"1045-031-1997-2","Other",565,567,0,0
"1045-031-1997-2","Other Household",567,720,0,2
"1045-031-1997-2","Other",720,840,0,0
"1045-031-1997-2","Household",840,900,0,2
"1045-031-1997-2","Other",900,902,0,0
"1045-031-1997-2","Other Household",902,1020,0,2
"1045-031-1997-2","Other",1020,1022,0,0
"1045-031-1997-2","Household",1022,1140,0,2
"1045-031-1997-2","Other",1140,1170,0,0
"1045-031-1997-2","Household",1170,1440,0,2
"1051-042-1997-1","Household",0,525,0,2
"1051-042-1997-1","Other",525,570,0,0
"1051-042-1997-1","Household",570,930,0,2
"1051-042-1997-1","Other",930,940,0,0
"1051-042-1997-1","Other Household",940,1080,0,2
"1051-042-1997-1","Other",1080,1110,0,0
"1051-042-1997-1","Other Household",1110,1195,0,2
"1051-042-1997-1","Other",1195,1235,0,0
"1051-042-1997-1","Household",1235,1440,0,2
"1051-042-1997-2","Household",0,570,0,2
"1051-042-1997-2","School",570,595,0,1
"1051-042-1997-2","Other",595,630,0,0
"1051-042-1997-2","Household",630,1440,0,2
"1090-173-1997-1","Household",0,435,0,2
"1090-173-1997-1","Other",435,445,0,0
"1090-173-1997-1","School",445,840,0,1
"1090-173-1997-1","School",840,945,2,1
"1090-173-1997-1","Other",945,1140,0,0
"1090-173-1997-1","Household",1140,1440,0,2
"1090-173-1997-2","Other",0,660,0,0
"1090-173-1997-2","Household",660,1020,0,2
"1090-173-1997-2","Other",1020,1070,0,0
"1090-173-1997-2","Household",1070,1440,0,2
"1093-031-1997-1","Household",0,440,0,2
"1093-031-1997-1","Other",440,460,0,0
"1093-031-1997-1","School",460,850,0,1
"1093-031-1997-1","Other",850,880,0,0
"1093-031-1997-1","Household",880,1050,0,2
"1093-031-1997-1","Other",1050,1052,0,0
"1093-031-1997-1","Other Household",1052,1198,0,2
"1093-031-1997-1","Other",1198,1200,0,0
"1093-031-1997-1","Household",1200,1440,0,2
"1093-031-1997-2","Household",0,660,0,2
"1093-031-1997-2","Other",660,930,0,0
"1093-031-1997-2","Household",930,1020,0,2
"1093-031-1997-2","Other",1020,1022,0,0
"1093-031-1997-2","Other Household",1022,1170,2,2
"1093-031-1997-2","Household",1170,1185,0,2
"1093-031-1997-2","Household",1185,1215,2,2
"1093-031-1997-2","Household",1215,1440,0,2
"1121-033-1997-1","Household",0,615,0,2
"1121-033-1997-1","Other",615,1180,0,0
"1121-033-1997-1","Household",1180,1440,0,2
"1121-033-1997-2","Household",0,1095,0,2
"1121-033-1997-2","Other",1095,1195,0,0
"1121-033-1997-2","Other Household",1195,1220,0,2
"1121-033-1997-2","Other",1220,1230,0,0
"1121-033-1997-2","Household",1230,1440,0,2
"1125-032-1997-1","Household",0,440,0,2
"1125-032-1997-1","Other",440,470,0,0
"1125-032-1997-1","School",470,915,0,1
"1125-032-1997-1","Other",915,980,0,0
"1125-032-1997-1","Household",980,1440,0,2
"1125-032-1997-2","Household",0,555,0,2
"1125-032-1997-2","Other",555,765,0,0
"1125-032-1997-2","Household",765,935,0,2
"1125-032-1997-2","Household",935,957,2,2
"1125-032-1997-2","Household",957,1020,0,2
"1125-032-1997-2","Other",1020,1035,0,0
"1125-032-1997-2","Household",1035,1140,0,2
"1125-032-1997-2","Household",1140,1166,2,2
"1125-032-1997-2","Household",1166,1440,0,2
"1126-036-2002-1","Household",0,435,0,2
"1126-036-2002-1","Other",435,445,0,0
"1126-036-2002-1","School",445,905,0,1
"1126-036-2002-1","Other",905,935,0,0
"1126-036-2002-1","Household",935,970,0,2
"1126-036-2002-1","Other",970,990,0,0
"1126-036-2002-1","Other Household",990,1030,0,2
"1126-036-2002-1","Other",1030,1050,0,0
"1126-036-2002-1","Household",1050,1080,0,2
"1126-036-2002-1","Other",1080,1270,0,0
"1126-036-2002-1","Household",1270,1440,0,2
"1126-036-2002-2","Household",0,530,0,2
"1126-036-2002-2","Other",530,730,0,0
"1126-036-2002-2","Household",730,1440,0,2
"1131-032-2002-1","Household",0,460,0,2
"1131-032-2002-1","Other",460,480,0,0
"1131-032-2002-1","School",480,960,0,1
"1131-032-2002-1","Other",960,985,0,0
"1131-032-2002-1","Household",985,993,0,2
"1131-032-2002-1","Other",993,1010,0,0
"1131-032-2002-1","Household",1010,1440,0,2
"1131-032-2002-2","Household",0,635,0,2
"1131-032-2002-2","Other",635,725,0,0
"1131-032-2002-2","Household",725,820,0,2
"1131-032-2002-2","Other",820,1235,0,0
"1131-032-2002-2","Household",1235,1440,0,2
"1141-179-1997-1","Household",0,450,0,2
"1141-179-1997-1","Other",450,480,0,0
"1141-179-1997-1","School",480,1035,0,1
"1141-179-1997-1","Other",1035,1080,0,0
"1141-179-1997-1","Household",1080,1440,0,2
"1141-179-1997-2","Household",0,540,0,2
"1141-179-1997-2","Other",540,750,0,0
"1141-179-1997-2","Household",750,1050,0,2
"1141-179-1997-2","Other",1050,1230,0,0
"1141-179-1997-2","Household",1230,1440,0,2
"1142-032-1997-1","Household",0,403,0,2
"1142-032-1997-1","Other",403,520,0,0
"1142-032-1997-1","School",520,910,0,1
"1142-032-1997-1","Other",910,990,0,0
"1142-032-1997-1","Household",990,1030,2,2
"1142-032-1997-1","Household",1030,1050,0,2
"1142-032-1997-1","Household",1050,1088,2,2
"1142-032-1997-1","Other",1088,1125,0,0
"1142-032-1997-1","Household",1125,1440,0,2
"1142-032-1997-2","Household",0,520,0,2
"1142-032-1997-2","Household",520,560,2,2
"1142-032-1997-2","Other",560,600,0,0
"1142-032-1997-2","Household",600,705,0,2
"1142-032-1997-2","Other",705,810,0,0
"1142-032-1997-2","Other",810,930,2,0
"1142-032-1997-2","Other",930,1440,0,0
"1142-032-2002-1","Other",0,960,0,0
"1142-032-2002-1","Household",960,1440,0,2
"1142-032-2002-2","Household",0,1440,0,2
"1142-033-1997-1","Household",0,360,0,2
"1142-033-1997-1","Other",360,390,0,0
"1142-033-1997-1","Other Household",390,960,0,2
"1142-033-1997-1","Other",960,1000,0,0
"1142-033-1997-1","Household",1000,1440,0,2
"1142-033-1997-2","Household",0,630,0,2
"1142-033-1997-2","Other",630,740,0,0
"1142-033-1997-2","Other Household",740,1020,0,2
"1142-033-1997-2","Other",1020,1230,0,0
"1142-033-1997-2","Household",1230,1440,0,2
"1144-036-1997-1","Household",0,840,0,2
"1144-036-1997-1","Other",840,945,0,0
"1144-036-1997-1","Household",945,1440,0,2
"1144-036-1997-2","Household",0,720,0,2
"1144-036-1997-2","Other",720,735,0,0
"1144-036-1997-2","Other Household",735,915,0,2
"1144-036-1997-2","Other",915,930,0,0
"1144-036-1997-2","Household",930,1440,0,2
"1151-039-2002-1","Household",0,780,0,2
"1151-039-2002-1","Other",780,800,0,0
"1151-039-2002-1","Other",800,870,2,0
"1151-039-2002-1","Other",870,883,0,0
"1151-039-2002-1","Household",883,960,0,2
"1151-039-2002-1","Other",960,1155,0,0
"1151-039-2002-1","Household",1155,1440,0,2
"1151-039-2002-2","Household",0,630,0,2
"1151-039-2002-2","Other",630,1050,0,0
"1151-039-2002-2","Household",1050,1440,0,2
"1167-042-1997-1","Household",0,435,0,2
"1167-042-1997-1","Other",435,458,0,0
"1167-042-1997-1","School",458,893,0,1
"1167-042-1997-1","Other",893,930,0,0
"1167-042-1997-1","Household",930,960,0,2
"1167-042-1997-1","Other",960,1020,0,0
"1167-042-1997-1","Household",1020,1050,0,2
"1167-042-1997-1","Other",1050,1080,0,0
"1167-042-1997-1","Household",1080,1170,0,2
"1167-042-1997-1","Other",1170,1185,0,0
"1167-042-1997-1","Household",1185,1200,0,2
"1167-042-1997-1","Other",1200,1230,0,0
"1167-042-1997-1","Household",1230,1440,0,2
"1167-042-1997-2","Household",0,540,0,2
"1167-042-1997-2","Other",540,570,0,0
"1167-042-1997-2","Household",570,810,0,2
"1167-042-1997-2","Other",810,833,0,0
"1167-042-1997-2","Other Household",833,998,0,2
"1167-042-1997-2","Other",998,1035,0,0
"1167-042-1997-2","Household",1035,1060,0,2
"1167-042-1997-2","Other",1060,1080,0,0
"1167-042-1997-2","Household",1080,1140,0,2
"1167-042-1997-2","Other",1140,1170,0,0
"1167-042-1997-2","Household",1170,1440,0,2
"1167-043-1997-1","Household",0,540,0,2
"1167-043-1997-1","Other",540,550,0,0
"1167-043-1997-1","Other Household",550,960,0,2
"1167-043-1997-1","Other",960,970,0,0
"1167-043-1997-1","Other Household",970,1140,0,2
"1167-043-1997-1","Other",1140,1160,0,0
"1167-043-1997-1","Household",1160,1440,0,2
"1167-043-1997-2","Household",0,675,0,2
"1167-043-1997-2","Other",675,885,0,0
"1167-043-1997-2","Other Household",885,910,0,2
"1167-043-1997-2","Household",910,930,0,2
"1167-043-1997-2","Other",930,953,0,0
"1167-043-1997-2","Other Household",953,998,0,2
"1167-043-1997-2","Other",998,1020,0,0
"1167-043-1997-2","Other Household",1020,1245,0,2
"1167-043-1997-2","Other",1245,1260,0,0
"1167-043-1997-2","Household",1260,1440,0,2
"1227-034-1997-1","Household",0,463,0,2
"1227-034-1997-1","Other",463,485,0,0
"1227-034-1997-1","School",485,915,0,1
"1227-034-1997-1","Other",915,945,0,0
"1227-034-1997-1","Household",945,1440,0,2
"1227-034-1997-2","Household",0,722,0,2
"1227-034-1997-2","Other",722,740,0,0
"1227-034-1997-2","School",740,860,2,1
"1227-034-1997-2","Other",860,870,0,0
"1227-034-1997-2","Household",870,1080,0,2
"1227-034-1997-2","Other",1080,1090,0,0
"1227-034-1997-2","School",1090,1200,2,1
"1227-034-1997-2","Other",1200,1210,0,0
"1227-034-1997-2","Household",1210,1440,0,2
"1227-035-1997-1","Household",0,485,0,2
"1227-035-1997-1","Other",485,1045,0,0
"1227-035-1997-1","Household",1045,1440,0,2
"1227-035-1997-2","Household",0,1440,0,2
"1233-035-1997-1","Household",0,750,0,2
"1233-035-1997-1","Other",750,815,0,0
"1233-035-1997-1","Household",815,1440,0,2
"1233-035-1997-2","Household",0,615,0,2
"1233-035-1997-2","Other",615,730,0,0
"1233-035-1997-2","Household",730,810,0,2
"1233-035-1997-2","Other",810,975,0,0
"1233-035-1997-2","Household",975,1130,0,2
"1233-035-1997-2","Other",1130,1200,0,0
"1233-035-1997-2","Household",1200,1210,0,2
"1233-035-1997-2","Other",1210,1250,0,0
"1233-035-1997-2","Household",1250,1440,0,2
"1241-035-1997-1","Household",0,1110,0,2
"1241-035-1997-1","Other",1110,1120,0,0
"1241-035-1997-1","Other Household",1120,1170,0,2
"1241-035-1997-1","Other",1170,1180,0,0
"1241-035-1997-1","Household",1180,1440,0,2
"1241-035-1997-2","Other Household",0,480,0,2
"1241-035-1997-2","Other",480,1020,0,0
"1241-035-1997-2","Household",1020,1440,0,2
"1258-031-1997-1","Household",0,490,0,2
"1258-031-1997-1","Other",490,730,0,0
"1258-031-1997-1","Household",730,1080,0,2
"1258-031-1997-1","Household",1080,1095,2,2
"1258-031-1997-1","Household",1095,1440,0,2
"1258-031-1997-2","Household",0,515,0,2
"1258-031-1997-2","Other",515,675,0,0
"1258-031-1997-2","Household",675,975,0,2
"1258-031-1997-2","Other",975,990,0,0
"1258-031-1997-2","Household",990,1440,0,2
"1258-034-1997-1","Household",0,745,0,2
"1258-034-1997-1","Other",745,750,0,0
"1258-034-1997-1","School",750,760,0,1
"1258-034-1997-1","Other",760,765,0,0
"1258-034-1997-1","Household",765,895,0,2
"1258-034-1997-1","Other",895,900,0,0
"1258-034-1997-1","School",900,905,0,1
"1258-034-1997-1","Other",905,910,0,0
"1258-034-1997-1","Household",910,1440,0,2
"1258-034-1997-2","Household",0,610,0,2
"1258-034-1997-2","Other",610,805,0,0
"1258-034-1997-2","Household",805,1085,0,2
"1258-034-1997-2","Other",1085,1087,0,0
"1258-034-1997-2","Other Household",1087,1138,0,2
"1258-034-1997-2","Other",1138,1140,0,0
"1258-034-1997-2","Household",1140,1440,0,2
"1269-033-1997-1","Household",0,990,0,2
"1269-033-1997-1","Other",990,1170,0,0
"1269-033-1997-1","Household",1170,1440,0,2
"1269-033-1997-2","Household",0,1440,0,2
"1284-031-1997-1","Household",0,525,0,2
"1284-031-1997-1","Other",525,548,0,0
"1284-031-1997-1","School",548,878,0,1
"1284-031-1997-1","Other",878,915,0,0
"1284-031-1997-1","Other Household",915,1080,0,2
"1284-031-1997-1","Other",1080,1095,0,0
"1284-031-1997-1","Household",1095,1440,0,2
"1284-031-1997-2","Household",0,585,0,2
"1284-031-1997-2","Other",585,600,0,0
"1284-031-1997-2","Household",600,675,0,2
"1284-031-1997-2","Other",675,735,0,0
"1284-031-1997-2","Other Household",735,810,0,2
"1284-031-1997-2","Other",810,930,0,0
"1284-031-1997-2","Other Household",930,960,0,2
"1284-031-1997-2","Other",960,1110,0,0
"1284-031-1997-2","Household",1110,1440,0,2
"1284-032-1997-1","Household",0,360,0,2
"1284-032-1997-1","Other",360,390,0,0
"1284-032-1997-1","Household",390,405,0,2
"1284-032-1997-1","Other",405,420,0,0
"1284-032-1997-1","Household",420,630,0,2
"1284-032-1997-1","Other",630,675,0,0
"1284-032-1997-1","Household",675,780,0,2
"1284-032-1997-1","Other",780,855,0,0
"1284-032-1997-1","Household",855,908,0,2
"1284-032-1997-1","Other",908,915,0,0
"1284-032-1997-1","Other Household",915,1095,0,2
"1284-032-1997-1","Other",1095,1110,0,0
"1284-032-1997-1","Household",1110,1440,0,2
"1284-032-1997-2","Household",0,585,0,2
"1284-032-1997-2","Other",585,735,0,0
"1284-032-1997-2","Other Household",735,810,0,2
"1284-032-1997-2","Other",810,930,0,0
"1284-032-1997-2","Other Household",930,1005,0,2
"1284-032-1997-2","Other",1005,1110,0,0
"1284-032-1997-2","Household",1110,1440,0,2
"1285-032-1997-1","Household",0,475,0,2
"1285-032-1997-1","Other",475,480,0,0
"1285-032-1997-1","School",480,880,0,1
"1285-032-1997-1","Other",880,900,0,0
"1285-032-1997-1","Household",900,975,0,2
"1285-032-1997-1","Other",975,1125,0,0
"1285-032-1997-1","Household",1125,1440,0,2
"1285-032-1997-2","Household",0,555,0,2
"1285-032-1997-2","Other",555,575,0,0
"1285-032-1997-2","School",575,690,0,1
"1285-032-1997-2","Other",690,705,0,0
"1285-032-1997-2","Household",705,755,0,2
"1285-032-1997-2","Household",755,775,2,2
"1285-032-1997-2","Household",775,795,0,2
"1285-032-1997-2","Other",795,805,0,0
"1285-032-1997-2","School",805,930,2,1
"1285-032-1997-2","Other",930,1155,0,0
